,key,상품번호,랭킹,상품명,옵션,가격,중량,복수 상품,타입,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,링크,100g당_가격,배송비포함_가격
25,26,5086860129.0,12,한우 대구뭉티기 육사시미 소고기 육회 생고기 300g,[가성비 1인 술안주용] 뭉티기 200g (-4000원),17900,200,1,2,2852,2470.0,1114,1,아이러브농수산,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=o3TWhTpQNwAOPwujEYGT7f%2F%2F%2Fw%3D%3DsYfVs0%2B%2FjJ07OZoNAUi0yYLJsbVLH62HVsYwaz2KSrWW%2BujfgJbNMB2WWL70VDrkesqNVNEVnSW5lsj9tx%2FhhN0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5PhqsJosmhXrglQJrGmBl%2B5nTTrzy3y6NEPjBepPetv6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2BtWBcG9hffCsAn3zjPsS6XE8SBaj5SDNM9yy0PaLmr5drU9gBvTOY8XVxGgpGxxdSvzdr%2FkWN%2FlByZ1lhltJUO5W%2BgK0iS26QXLG0CDpVlwzR%2FhPAZpnnjGexpJuNkxUtjVMMxA%2BtIgfvaBqMhPHLUkQVMFXPfKVxY%2Bdt53qbNivFMvWrDpbNIW2Gnu%2BEP7qZ5tbbc3HRX%2B%2B7XFghqYATTFmTKpRRN%2F8RdPE3rsKTJCmsy6kb8NGoXh%2F4hI7n6ArkAlOKwPahCEyYd9E%2BlamjsNkElnOJqkwtgXvLGCYMYzFj6M0QPASuxKMRHMhfI7UIOKIOQoJH5Irm46Q2uOFMYKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=82631381835&catId=50004654,8950,21900
26,27,5086860129.0,12,한우 대구뭉티기 육사시미 소고기 육회 생고기 300g,[가성비 1인 술안주용] 육회 200g (-4000원),17900,200,1,1,2852,2470.0,1114,1,아이러브농수산,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=o3TWhTpQNwAOPwujEYGT7f%2F%2F%2Fw%3D%3DsYfVs0%2B%2FjJ07OZoNAUi0yYLJsbVLH62HVsYwaz2KSrWW%2BujfgJbNMB2WWL70VDrkesqNVNEVnSW5lsj9tx%2FhhN0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5PhqsJosmhXrglQJrGmBl%2B5nTTrzy3y6NEPjBepPetv6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2BtWBcG9hffCsAn3zjPsS6XE8SBaj5SDNM9yy0PaLmr5drU9gBvTOY8XVxGgpGxxdSvzdr%2FkWN%2FlByZ1lhltJUO5W%2BgK0iS26QXLG0CDpVlwzR%2FhPAZpnnjGexpJuNkxUtjVMMxA%2BtIgfvaBqMhPHLUkQVMFXPfKVxY%2Bdt53qbNivFMvWrDpbNIW2Gnu%2BEP7qZ5tbbc3HRX%2B%2B7XFghqYATTFmTKpRRN%2F8RdPE3rsKTJCmsy6kb8NGoXh%2F4hI7n6ArkAlOKwPahCEyYd9E%2BlamjsNkElnOJqkwtgXvLGCYMYzFj6M0QPASuxKMRHMhfI7UIOKIOQoJH5Irm46Q2uOFMYKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=82631381835&catId=50004654,8950,21900
27,28,5086860129.0,12,한우 대구뭉티기 육사시미 소고기 육회 생고기 300g,[1인용] 뭉티기 300g,21900,300,1,2,2852,2470.0,1114,1,아이러브농수산,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=o3TWhTpQNwAOPwujEYGT7f%2F%2F%2Fw%3D%3DsYfVs0%2B%2FjJ07OZoNAUi0yYLJsbVLH62HVsYwaz2KSrWW%2BujfgJbNMB2WWL70VDrkesqNVNEVnSW5lsj9tx%2FhhN0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5PhqsJosmhXrglQJrGmBl%2B5nTTrzy3y6NEPjBepPetv6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2BtWBcG9hffCsAn3zjPsS6XE8SBaj5SDNM9yy0PaLmr5drU9gBvTOY8XVxGgpGxxdSvzdr%2FkWN%2FlByZ1lhltJUO5W%2BgK0iS26QXLG0CDpVlwzR%2FhPAZpnnjGexpJuNkxUtjVMMxA%2BtIgfvaBqMhPHLUkQVMFXPfKVxY%2Bdt53qbNivFMvWrDpbNIW2Gnu%2BEP7qZ5tbbc3HRX%2B%2B7XFghqYATTFmTKpRRN%2F8RdPE3rsKTJCmsy6kb8NGoXh%2F4hI7n6ArkAlOKwPahCEyYd9E%2BlamjsNkElnOJqkwtgXvLGCYMYzFj6M0QPASuxKMRHMhfI7UIOKIOQoJH5Irm46Q2uOFMYKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=82631381835&catId=50004654,7300,25900
28,29,5086860129.0,12,한우 대구뭉티기 육사시미 소고기 육회 생고기 300g,[1인용] 육회 300g,21900,300,1,1,2852,2470.0,1114,1,아이러브농수산,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=o3TWhTpQNwAOPwujEYGT7f%2F%2F%2Fw%3D%3DsYfVs0%2B%2FjJ07OZoNAUi0yYLJsbVLH62HVsYwaz2KSrWW%2BujfgJbNMB2WWL70VDrkesqNVNEVnSW5lsj9tx%2FhhN0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5PhqsJosmhXrglQJrGmBl%2B5nTTrzy3y6NEPjBepPetv6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2BtWBcG9hffCsAn3zjPsS6XE8SBaj5SDNM9yy0PaLmr5drU9gBvTOY8XVxGgpGxxdSvzdr%2FkWN%2FlByZ1lhltJUO5W%2BgK0iS26QXLG0CDpVlwzR%2FhPAZpnnjGexpJuNkxUtjVMMxA%2BtIgfvaBqMhPHLUkQVMFXPfKVxY%2Bdt53qbNivFMvWrDpbNIW2Gnu%2BEP7qZ5tbbc3HRX%2B%2B7XFghqYATTFmTKpRRN%2F8RdPE3rsKTJCmsy6kb8NGoXh%2F4hI7n6ArkAlOKwPahCEyYd9E%2BlamjsNkElnOJqkwtgXvLGCYMYzFj6M0QPASuxKMRHMhfI7UIOKIOQoJH5Irm46Q2uOFMYKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=82631381835&catId=50004654,7300,25900
29,30,6821785009.0,13,[육회도매]국내산 냉장 육회 1kg 업소용 식당용 육회택배,육회1kg(소분불가),28900,1000,0,1,60,198.0,46,1,소잡는 구선생,3000,,,https://cr.shopping.naver.com/adcr.nhn?x=CWvidbnbgqzR2IPCvDY%2BVv%2F%2F%2Fw%3D%3DspOTTzWTHxVZPSdPhK%2BD91F4IIF724NepvJS5sNQ0e9O%2BujfgJbNMB2WWL70VDrkeFrmu1bl%2Fcaprs9Qzb1cJcUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA7Dag8%2Bov8fPNUxiIPvo3FllXlr3xME5RUzjbvOCf6wJ6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJRMiuXIl6NGQ46NGZNsWhWxUfmmvPSJG4CSe%2BcwKUQuZdrU9gBvTOY8XVxGgpGxxdAnGXy5jnRL1JVwUTHU0smvejIqJzXT3%2FjizKvh6jNx%2FVGL%2BZ935aBsiksocBndghmBVfR4H7D5%2BDEo8clUadsLgq8nuJ9mS8pFU%2BXogxmhbd83eJfNFjA4CQFj6PDHCOowP8PkuOBAcFzaTeCmzbvi%2B4koN57ASn0Yp4PckQlay1XFTv7tTYCU%2FKlq3Cp2WseWd4yL27oAfbow0InKbwbqosS25jwJLOaBnT2bzynSVSYEha9zCzqMZ1s5%2F2UqwAjK4Tz5Fk%2BwbKfvpppfMjweR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=84366285331&catId=50004654,2890,31900
30,31,6660419570.0,14,당일도축 대구뭉티기 육사시미 한우 육회 생고기 뭉텅이 뭉태기,당일도축 육회200g,11900,200,1,1,27,54.0,27,1,전라도청년,3000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=vY0cSXQ8YIXF1RTylFOUf%2F%2F%2F%2Fw%3D%3DshWxvbNrkNRoPuoY1mEq3fj%2FcD4gQegxw%2BRuM8%2BYLpaC%2BujfgJbNMB2WWL70VDrkejayqwoTWqWPw6KCREaVtnEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6iFQNhjhtogWRY95EOu3nCxVhGSwpP4ZIeert99EKjtKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJjOmg9FCfNyLH9lfE8v8i%2F%2FCbJNmKRVczILig5%2BgYy3JdrU9gBvTOY8XVxGgpGxxdvblbe8qR311BYa2Z4hTc2yvx79ZIW11JD%2FioiA9oAoFQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1fbCBEqFU4gB39BQQMCjk01M5gAsuokRCQUMNzOT9iWFwxmIgOmfh2wghYoq6OGKM1BvaiPdc02juxcjHGnRKshVy5OKXZtMHuUfXelZulnBqvtUBvfoSsQPvEM6ZWUZTpA7O2mgeyMLIoAZobDf4%2FhhynXkjDoLZSuQc4odASZ3t03DT%2Fk0Qth0RHVV7D%2FerOFbDf4gHI5rSMJU1BWcIOg&nvMid=84204919892&catId=50004654,5950,14900
31,32,6660419570.0,14,당일도축 대구뭉티기 육사시미 한우 육회 생고기 뭉텅이 뭉태기,당일도축 육회400g (+10000원),21900,400,1,1,27,54.0,27,1,전라도청년,3000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=vY0cSXQ8YIXF1RTylFOUf%2F%2F%2F%2Fw%3D%3DshWxvbNrkNRoPuoY1mEq3fj%2FcD4gQegxw%2BRuM8%2BYLpaC%2BujfgJbNMB2WWL70VDrkejayqwoTWqWPw6KCREaVtnEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6iFQNhjhtogWRY95EOu3nCxVhGSwpP4ZIeert99EKjtKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJjOmg9FCfNyLH9lfE8v8i%2F%2FCbJNmKRVczILig5%2BgYy3JdrU9gBvTOY8XVxGgpGxxdvblbe8qR311BYa2Z4hTc2yvx79ZIW11JD%2FioiA9oAoFQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1fbCBEqFU4gB39BQQMCjk01M5gAsuokRCQUMNzOT9iWFwxmIgOmfh2wghYoq6OGKM1BvaiPdc02juxcjHGnRKshVy5OKXZtMHuUfXelZulnBqvtUBvfoSsQPvEM6ZWUZTpA7O2mgeyMLIoAZobDf4%2FhhynXkjDoLZSuQc4odASZ3t03DT%2Fk0Qth0RHVV7D%2FerOFbDf4gHI5rSMJU1BWcIOg&nvMid=84204919892&catId=50004654,5475,24900
32,33,6660419570.0,14,당일도축 대구뭉티기 육사시미 한우 육회 생고기 뭉텅이 뭉태기,당일도축 육회600g (+20000원),31900,600,1,1,27,54.0,27,1,전라도청년,3000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=vY0cSXQ8YIXF1RTylFOUf%2F%2F%2F%2Fw%3D%3DshWxvbNrkNRoPuoY1mEq3fj%2FcD4gQegxw%2BRuM8%2BYLpaC%2BujfgJbNMB2WWL70VDrkejayqwoTWqWPw6KCREaVtnEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6iFQNhjhtogWRY95EOu3nCxVhGSwpP4ZIeert99EKjtKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJjOmg9FCfNyLH9lfE8v8i%2F%2FCbJNmKRVczILig5%2BgYy3JdrU9gBvTOY8XVxGgpGxxdvblbe8qR311BYa2Z4hTc2yvx79ZIW11JD%2FioiA9oAoFQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1fbCBEqFU4gB39BQQMCjk01M5gAsuokRCQUMNzOT9iWFwxmIgOmfh2wghYoq6OGKM1BvaiPdc02juxcjHGnRKshVy5OKXZtMHuUfXelZulnBqvtUBvfoSsQPvEM6ZWUZTpA7O2mgeyMLIoAZobDf4%2FhhynXkjDoLZSuQc4odASZ3t03DT%2Fk0Qth0RHVV7D%2FerOFbDf4gHI5rSMJU1BWcIOg&nvMid=84204919892&catId=50004654,5317,34900
33,34,6660419570.0,14,당일도축 대구뭉티기 육사시미 한우 육회 생고기 뭉텅이 뭉태기,당일도축 육사시미(뭉티기)200g (+1000원),12900,200,1,2,27,54.0,27,1,전라도청년,3000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=vY0cSXQ8YIXF1RTylFOUf%2F%2F%2F%2Fw%3D%3DshWxvbNrkNRoPuoY1mEq3fj%2FcD4gQegxw%2BRuM8%2BYLpaC%2BujfgJbNMB2WWL70VDrkejayqwoTWqWPw6KCREaVtnEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6iFQNhjhtogWRY95EOu3nCxVhGSwpP4ZIeert99EKjtKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJjOmg9FCfNyLH9lfE8v8i%2F%2FCbJNmKRVczILig5%2BgYy3JdrU9gBvTOY8XVxGgpGxxdvblbe8qR311BYa2Z4hTc2yvx79ZIW11JD%2FioiA9oAoFQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1fbCBEqFU4gB39BQQMCjk01M5gAsuokRCQUMNzOT9iWFwxmIgOmfh2wghYoq6OGKM1BvaiPdc02juxcjHGnRKshVy5OKXZtMHuUfXelZulnBqvtUBvfoSsQPvEM6ZWUZTpA7O2mgeyMLIoAZobDf4%2FhhynXkjDoLZSuQc4odASZ3t03DT%2Fk0Qth0RHVV7D%2FerOFbDf4gHI5rSMJU1BWcIOg&nvMid=84204919892&catId=50004654,6450,15900
34,35,6660419570.0,14,당일도축 대구뭉티기 육사시미 한우 육회 생고기 뭉텅이 뭉태기,당일도축 육사시미(뭉티기)400g (+11000원),22900,400,1,2,27,54.0,27,1,전라도청년,3000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=vY0cSXQ8YIXF1RTylFOUf%2F%2F%2F%2Fw%3D%3DshWxvbNrkNRoPuoY1mEq3fj%2FcD4gQegxw%2BRuM8%2BYLpaC%2BujfgJbNMB2WWL70VDrkejayqwoTWqWPw6KCREaVtnEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6iFQNhjhtogWRY95EOu3nCxVhGSwpP4ZIeert99EKjtKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJjOmg9FCfNyLH9lfE8v8i%2F%2FCbJNmKRVczILig5%2BgYy3JdrU9gBvTOY8XVxGgpGxxdvblbe8qR311BYa2Z4hTc2yvx79ZIW11JD%2FioiA9oAoFQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1fbCBEqFU4gB39BQQMCjk01M5gAsuokRCQUMNzOT9iWFwxmIgOmfh2wghYoq6OGKM1BvaiPdc02juxcjHGnRKshVy5OKXZtMHuUfXelZulnBqvtUBvfoSsQPvEM6ZWUZTpA7O2mgeyMLIoAZobDf4%2FhhynXkjDoLZSuQc4odASZ3t03DT%2Fk0Qth0RHVV7D%2FerOFbDf4gHI5rSMJU1BWcIOg&nvMid=84204919892&catId=50004654,5725,25900
35,36,6660419570.0,14,당일도축 대구뭉티기 육사시미 한우 육회 생고기 뭉텅이 뭉태기,당일도축 육사시미(뭉티기)600g (+23000원),34900,600,1,2,27,54.0,27,1,전라도청년,3000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=vY0cSXQ8YIXF1RTylFOUf%2F%2F%2F%2Fw%3D%3DshWxvbNrkNRoPuoY1mEq3fj%2FcD4gQegxw%2BRuM8%2BYLpaC%2BujfgJbNMB2WWL70VDrkejayqwoTWqWPw6KCREaVtnEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6iFQNhjhtogWRY95EOu3nCxVhGSwpP4ZIeert99EKjtKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJjOmg9FCfNyLH9lfE8v8i%2F%2FCbJNmKRVczILig5%2BgYy3JdrU9gBvTOY8XVxGgpGxxdvblbe8qR311BYa2Z4hTc2yvx79ZIW11JD%2FioiA9oAoFQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1fbCBEqFU4gB39BQQMCjk01M5gAsuokRCQUMNzOT9iWFwxmIgOmfh2wghYoq6OGKM1BvaiPdc02juxcjHGnRKshVy5OKXZtMHuUfXelZulnBqvtUBvfoSsQPvEM6ZWUZTpA7O2mgeyMLIoAZobDf4%2FhhynXkjDoLZSuQc4odASZ3t03DT%2Fk0Qth0RHVV7D%2FerOFbDf4gHI5rSMJU1BWcIOg&nvMid=84204919892&catId=50004654,5817,37900
36,37,5763128946.0,15,당일도축 대구뭉티기 육사시미 한우육회 소고기 육회 생고기 250g 600g,육사시미250g+전용 양념장 (+7000원),23900,250,1,2,238,568.0,303,1,시장마트,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=syJhsNcQlL51hYy2mmTvFf%2F%2F%2Fw%3D%3DsCP3sUQ4OGP07qyJxRm1K6XikLRVK3yUAPs1HwpQF%2BhG%2BujfgJbNMB2WWL70VDrkea%2FhF0MBLAb5gnNr8GVe3x0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5w95%2B7O%2BwxazwQZbggMDC91wmYQufZAfoYaYxDbSmVsauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJFVx%2FLKZKyky828GVbDtZNIbm2v3sVUOSjBMfuLRbCYtdrU9gBvTOY8XVxGgpGxxdnopkHZNhwhjIPeo514bl8885p%2BVmAOCMg73eBzkT4%2BhQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1ermvpslpwIvS5ZoZ6TudRCZpWTzCOdBdA1cgMQBUIox%2BPltf0xMVPKQFrDJ8p3UXShoGJ0bEwcW6I4UndgWSFBA2mYTea7ABg%2BXulujQhFXuYwDfe5LVn0XDK2tt3nbkTjPKi%2BA9MCoJoUB%2Bxusass%2BezOU230d%2Bbkd8nfh8sMKBWpJ3SSJT3ZzrePnnzegH9Xc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=83307628360&catId=50004654,9560,27900
37,38,5763128946.0,15,당일도축 대구뭉티기 육사시미 한우육회 소고기 육회 생고기 250g 600g,육사시미600g+전용 양념장 (+25100원),42000,600,1,2,238,568.0,303,1,시장마트,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=syJhsNcQlL51hYy2mmTvFf%2F%2F%2Fw%3D%3DsCP3sUQ4OGP07qyJxRm1K6XikLRVK3yUAPs1HwpQF%2BhG%2BujfgJbNMB2WWL70VDrkea%2FhF0MBLAb5gnNr8GVe3x0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5w95%2B7O%2BwxazwQZbggMDC91wmYQufZAfoYaYxDbSmVsauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJFVx%2FLKZKyky828GVbDtZNIbm2v3sVUOSjBMfuLRbCYtdrU9gBvTOY8XVxGgpGxxdnopkHZNhwhjIPeo514bl8885p%2BVmAOCMg73eBzkT4%2BhQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1ermvpslpwIvS5ZoZ6TudRCZpWTzCOdBdA1cgMQBUIox%2BPltf0xMVPKQFrDJ8p3UXShoGJ0bEwcW6I4UndgWSFBA2mYTea7ABg%2BXulujQhFXuYwDfe5LVn0XDK2tt3nbkTjPKi%2BA9MCoJoUB%2Bxusass%2BezOU230d%2Bbkd8nfh8sMKBWpJ3SSJT3ZzrePnnzegH9Xc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=83307628360&catId=50004654,7000,46000
38,39,5763128946.0,15,당일도축 대구뭉티기 육사시미 한우육회 소고기 육회 생고기 250g 600g,육회300g+전용 양념장2개,16900,300,1,1,238,568.0,303,1,시장마트,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=syJhsNcQlL51hYy2mmTvFf%2F%2F%2Fw%3D%3DsCP3sUQ4OGP07qyJxRm1K6XikLRVK3yUAPs1HwpQF%2BhG%2BujfgJbNMB2WWL70VDrkea%2FhF0MBLAb5gnNr8GVe3x0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5w95%2B7O%2BwxazwQZbggMDC91wmYQufZAfoYaYxDbSmVsauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJFVx%2FLKZKyky828GVbDtZNIbm2v3sVUOSjBMfuLRbCYtdrU9gBvTOY8XVxGgpGxxdnopkHZNhwhjIPeo514bl8885p%2BVmAOCMg73eBzkT4%2BhQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1ermvpslpwIvS5ZoZ6TudRCZpWTzCOdBdA1cgMQBUIox%2BPltf0xMVPKQFrDJ8p3UXShoGJ0bEwcW6I4UndgWSFBA2mYTea7ABg%2BXulujQhFXuYwDfe5LVn0XDK2tt3nbkTjPKi%2BA9MCoJoUB%2Bxusass%2BezOU230d%2Bbkd8nfh8sMKBWpJ3SSJT3ZzrePnnzegH9Xc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=83307628360&catId=50004654,5634,20900
39,40,5763128946.0,15,당일도축 대구뭉티기 육사시미 한우육회 소고기 육회 생고기 250g 600g,육회600g+전용 양념장2개 (+14000원),30900,600,1,1,238,568.0,303,1,시장마트,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=syJhsNcQlL51hYy2mmTvFf%2F%2F%2Fw%3D%3DsCP3sUQ4OGP07qyJxRm1K6XikLRVK3yUAPs1HwpQF%2BhG%2BujfgJbNMB2WWL70VDrkea%2FhF0MBLAb5gnNr8GVe3x0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5w95%2B7O%2BwxazwQZbggMDC91wmYQufZAfoYaYxDbSmVsauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJFVx%2FLKZKyky828GVbDtZNIbm2v3sVUOSjBMfuLRbCYtdrU9gBvTOY8XVxGgpGxxdnopkHZNhwhjIPeo514bl8885p%2BVmAOCMg73eBzkT4%2BhQ7hlhb3iYi773FU73S3wiT4vmDcvu4mzVHDJLNY3WhWgi%2Fxwb7APwwhiU7UfFr1ermvpslpwIvS5ZoZ6TudRCZpWTzCOdBdA1cgMQBUIox%2BPltf0xMVPKQFrDJ8p3UXShoGJ0bEwcW6I4UndgWSFBA2mYTea7ABg%2BXulujQhFXuYwDfe5LVn0XDK2tt3nbkTjPKi%2BA9MCoJoUB%2Bxusass%2BezOU230d%2Bbkd8nfh8sMKBWpJ3SSJT3ZzrePnnzegH9Xc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=83307628360&catId=50004654,5150,34900
