,key,상품번호,랭킹,상품명,옵션,가격,중량,복수 상품,타입,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,링크,100g당_가격,배송비포함_가격
83,84,5171609782.0,29,한우 암소 투플러스 설깃살 설도살 300g 600g 1++,설깃머릿살(육사시미)300g (+4500원),22500,300,2,2,215,136.0,185,1,소문난정육점,3000,"스테이크용, 구이용, 장조림용",설도,https://cr.shopping.naver.com/adcr.nhn?x=XCYGNgWNMVNGD8fWKqhgv%2F%2F%2F%2Fw%3D%3DsnnsxVmscYYvuH3LLnOUS50YukkiKEuTaPDjjtHS17f9soqKTQtz6LHzPlpXEHwF0RAUGASJmzsAjpTXKtBdqC8i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVRKEhNsw7vmP6J7VZDeTamqLR41Rk6oCD5RDUcdnq64asJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8WtLa%2BOZZhUh0pkyq16TOZ572xJLUsilyrSiIE4ZPiH5XfqiCwBtPYYwEdSt6i2JA1uplRSbMWFBkqyw%2Bgc%2BRjjavqI3AtSlT3vve%2FyNvXEXjrhOVHE59sEzj9g3ZjNx%2BXRB2x0LfdnqbN5Y7Rb3l2ShqOur1rX6d1S5skGLjHOwYpjyKZzDKosUOSs%2BVj9mBd86nLS%2F3X7qMebiQaPkYzCyDhrGiv3pglIs9%2BhhEPXIXNye9k3akbXZcS5H%2FclHelq6l%2FRpPXYxx%2FnzRZCdp185gMzng2akkbJBLahEMGkTO%2FLqGSXI1SEWHBEw0E3SGxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=82716130926&catId=50004654,7500,25500
84,85,5171609782.0,29,한우 암소 투플러스 설깃살 설도살 300g 600g 1++,설깃살(육회)600g (+18000원),36000,600,2,1,215,136.0,185,1,소문난정육점,3000,"스테이크용, 구이용, 장조림용",설도,https://cr.shopping.naver.com/adcr.nhn?x=XCYGNgWNMVNGD8fWKqhgv%2F%2F%2F%2Fw%3D%3DsnnsxVmscYYvuH3LLnOUS50YukkiKEuTaPDjjtHS17f9soqKTQtz6LHzPlpXEHwF0RAUGASJmzsAjpTXKtBdqC8i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVRKEhNsw7vmP6J7VZDeTamqLR41Rk6oCD5RDUcdnq64asJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8WtLa%2BOZZhUh0pkyq16TOZ572xJLUsilyrSiIE4ZPiH5XfqiCwBtPYYwEdSt6i2JA1uplRSbMWFBkqyw%2Bgc%2BRjjavqI3AtSlT3vve%2FyNvXEXjrhOVHE59sEzj9g3ZjNx%2BXRB2x0LfdnqbN5Y7Rb3l2ShqOur1rX6d1S5skGLjHOwYpjyKZzDKosUOSs%2BVj9mBd86nLS%2F3X7qMebiQaPkYzCyDhrGiv3pglIs9%2BhhEPXIXNye9k3akbXZcS5H%2FclHelq6l%2FRpPXYxx%2FnzRZCdp185gMzng2akkbJBLahEMGkTO%2FLqGSXI1SEWHBEw0E3SGxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=82716130926&catId=50004654,6000,39000
85,86,5171609782.0,29,한우 암소 투플러스 설깃살 설도살 300g 600g 1++,설깃살(육사시미)600g (+18000원),36000,600,2,2,215,136.0,185,1,소문난정육점,3000,"스테이크용, 구이용, 장조림용",설도,https://cr.shopping.naver.com/adcr.nhn?x=XCYGNgWNMVNGD8fWKqhgv%2F%2F%2F%2Fw%3D%3DsnnsxVmscYYvuH3LLnOUS50YukkiKEuTaPDjjtHS17f9soqKTQtz6LHzPlpXEHwF0RAUGASJmzsAjpTXKtBdqC8i30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVRKEhNsw7vmP6J7VZDeTamqLR41Rk6oCD5RDUcdnq64asJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8WtLa%2BOZZhUh0pkyq16TOZ572xJLUsilyrSiIE4ZPiH5XfqiCwBtPYYwEdSt6i2JA1uplRSbMWFBkqyw%2Bgc%2BRjjavqI3AtSlT3vve%2FyNvXEXjrhOVHE59sEzj9g3ZjNx%2BXRB2x0LfdnqbN5Y7Rb3l2ShqOur1rX6d1S5skGLjHOwYpjyKZzDKosUOSs%2BVj9mBd86nLS%2F3X7qMebiQaPkYzCyDhrGiv3pglIs9%2BhhEPXIXNye9k3akbXZcS5H%2FclHelq6l%2FRpPXYxx%2FnzRZCdp185gMzng2akkbJBLahEMGkTO%2FLqGSXI1SEWHBEw0E3SGxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=82716130926&catId=50004654,6000,39000
86,87,,30,당일도축 대구뭉티기 한우 생고기 육사시미 육회 250g,뭉티기 250g + 대구식 특제 양념장,20800,250,1,2,4084,1415.0,573,0,관문시장 김수현,4000,,,https://cr.shopping.naver.com/adcr.nhn?x=rsWT7hOhEhpIGvAYKu361%2F%2F%2F%2Fw%3D%3Dsi13oNJPpZytghi%2FzEuZElDForgR50XejGPmYaEOdusM2T%2B2I7vM1lywjaE2447yKzfwXozVxzDEphxr6wdIzjNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwjvdxTOdl%2BW8h3PetdP%2FDt7rkDLpImMNOj7Pjv27q981agNge3J8VCBIOsx9%2BO1wytIYIY08HDBRtGsKG2CMl9d4an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdFA88RT66cFVmrjISRVm8A%2BSEHrFNkb%2BLkAyG1izCSgnrXb%2B3d0QTOTIl2QL0uQODPQi9jJ8TooCa4%2BpOGSBse8SoOI%2BVdCLeke53qjjroh9nZYbuIbVbl0ILHsfAss7G3Ri%2BX6%2B6Mr05HFjypQ%2F9EElvaD2%2FEAnSHo%2FDtDNQcY1DnDXSuqK690cOAVnG9Rrc%2FrhS9BoCeRL6a9CVecYrUmpyZgDGkkKmqKL0igANhlR%2B1H4DD5Rawg0cWt37E46URnMusPaYdk2RLDI3HApYbOtEq40NRKkLbwR0o2Orai5WYSHqSfqvT%2FQ%2FkffXFWvpVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=83582091906&catId=50004654,8320,24800
87,88,,30,당일도축 대구뭉티기 한우 생고기 육사시미 육회 250g,육회 250g + 육회소스,20800,250,1,1,4084,1415.0,573,0,관문시장 김수현,4000,,,https://cr.shopping.naver.com/adcr.nhn?x=rsWT7hOhEhpIGvAYKu361%2F%2F%2F%2Fw%3D%3Dsi13oNJPpZytghi%2FzEuZElDForgR50XejGPmYaEOdusM2T%2B2I7vM1lywjaE2447yKzfwXozVxzDEphxr6wdIzjNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwjvdxTOdl%2BW8h3PetdP%2FDt7rkDLpImMNOj7Pjv27q981agNge3J8VCBIOsx9%2BO1wytIYIY08HDBRtGsKG2CMl9d4an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdFA88RT66cFVmrjISRVm8A%2BSEHrFNkb%2BLkAyG1izCSgnrXb%2B3d0QTOTIl2QL0uQODPQi9jJ8TooCa4%2BpOGSBse8SoOI%2BVdCLeke53qjjroh9nZYbuIbVbl0ILHsfAss7G3Ri%2BX6%2B6Mr05HFjypQ%2F9EElvaD2%2FEAnSHo%2FDtDNQcY1DnDXSuqK690cOAVnG9Rrc%2FrhS9BoCeRL6a9CVecYrUmpyZgDGkkKmqKL0igANhlR%2B1H4DD5Rawg0cWt37E46URnMusPaYdk2RLDI3HApYbOtEq40NRKkLbwR0o2Orai5WYSHqSfqvT%2FQ%2FkffXFWvpVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=83582091906&catId=50004654,8320,24800
88,89,,30,당일도축 대구뭉티기 한우 생고기 육사시미 육회 250g,뭉티기 300g + 대구식 특제 양념장,22800,300,1,2,4084,1415.0,573,0,관문시장 김수현,4000,,,https://cr.shopping.naver.com/adcr.nhn?x=rsWT7hOhEhpIGvAYKu361%2F%2F%2F%2Fw%3D%3Dsi13oNJPpZytghi%2FzEuZElDForgR50XejGPmYaEOdusM2T%2B2I7vM1lywjaE2447yKzfwXozVxzDEphxr6wdIzjNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwjvdxTOdl%2BW8h3PetdP%2FDt7rkDLpImMNOj7Pjv27q981agNge3J8VCBIOsx9%2BO1wytIYIY08HDBRtGsKG2CMl9d4an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdFA88RT66cFVmrjISRVm8A%2BSEHrFNkb%2BLkAyG1izCSgnrXb%2B3d0QTOTIl2QL0uQODPQi9jJ8TooCa4%2BpOGSBse8SoOI%2BVdCLeke53qjjroh9nZYbuIbVbl0ILHsfAss7G3Ri%2BX6%2B6Mr05HFjypQ%2F9EElvaD2%2FEAnSHo%2FDtDNQcY1DnDXSuqK690cOAVnG9Rrc%2FrhS9BoCeRL6a9CVecYrUmpyZgDGkkKmqKL0igANhlR%2B1H4DD5Rawg0cWt37E46URnMusPaYdk2RLDI3HApYbOtEq40NRKkLbwR0o2Orai5WYSHqSfqvT%2FQ%2FkffXFWvpVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=83582091906&catId=50004654,7600,26800
89,90,,30,당일도축 대구뭉티기 한우 생고기 육사시미 육회 250g,육회 300g + 육회소스,22800,300,1,1,4084,1415.0,573,0,관문시장 김수현,4000,,,https://cr.shopping.naver.com/adcr.nhn?x=rsWT7hOhEhpIGvAYKu361%2F%2F%2F%2Fw%3D%3Dsi13oNJPpZytghi%2FzEuZElDForgR50XejGPmYaEOdusM2T%2B2I7vM1lywjaE2447yKzfwXozVxzDEphxr6wdIzjNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwjvdxTOdl%2BW8h3PetdP%2FDt7rkDLpImMNOj7Pjv27q981agNge3J8VCBIOsx9%2BO1wytIYIY08HDBRtGsKG2CMl9d4an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdFA88RT66cFVmrjISRVm8A%2BSEHrFNkb%2BLkAyG1izCSgnrXb%2B3d0QTOTIl2QL0uQODPQi9jJ8TooCa4%2BpOGSBse8SoOI%2BVdCLeke53qjjroh9nZYbuIbVbl0ILHsfAss7G3Ri%2BX6%2B6Mr05HFjypQ%2F9EElvaD2%2FEAnSHo%2FDtDNQcY1DnDXSuqK690cOAVnG9Rrc%2FrhS9BoCeRL6a9CVecYrUmpyZgDGkkKmqKL0igANhlR%2B1H4DD5Rawg0cWt37E46URnMusPaYdk2RLDI3HApYbOtEq40NRKkLbwR0o2Orai5WYSHqSfqvT%2FQ%2FkffXFWvpVaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=83582091906&catId=50004654,7600,26800
90,91,4775996545.0,31,당일도축 한우 우둔살 육사시미 뭉티기 육회 250g 600g,당일도축 한우 육사시미 250g + 양념장,19900,250,1,2,1474,905.0,126,1,바다베개,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=%2Fs2tEQON0tBaY%2Byj9v7DFP%2F%2F%2Fw%3D%3Ds3R3BeJJ9HBNuYrkeP2zxhA3dfQ2BrQMoibo1wjyQZj4mYHVAePfhYk307zcXaFxDDnwAzedS3Bb7XOuQ%2FjBx%2Bsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUt2gnxbF7SvNnJ7fHNmgG4MGXcuTJDhKJfiLKW87hKuKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI85n8AGm7TRHeP1BZvKK7lXQ2YaI2kj4FnqKrxj7pX8pVXfqiCwBtPYYwEdSt6i2JAlvl9ej1Snw7g3oZMutlcr48JWn3Wrz4tXa%2FzwCZop71MqENrR7JJ9bM2TOlfIhJwAkvq31SUDQG%2Fr5%2F3pyNWov4M%2B5iEc5TXzVaIxtZNZAlX75xuLLKqHeW4OkmQbG3%2Bg5BcXLy0L13jl7d1RTgmAjJQPuwQBTX3gGwXwA4zkb%2F1q5PyXVHM0NWMDewAAjwbTIETHLNys2o0jgmxqRUJqCU7E2X8Wzx2cwTYg8Gwkk7MAQmBqkGq%2BIDtErMn3JHCIwYEfFTVagxpgTbLJOdoVB0cjwVm1BUYVknE7IEMpz4%3D&nvMid=82320518766&catId=50004654,7960,23900
91,92,4775996545.0,31,당일도축 한우 우둔살 육사시미 뭉티기 육회 250g 600g,당일도축 한우 육사시미 600g +양념장,39900,600,1,2,1474,905.0,126,1,바다베개,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=%2Fs2tEQON0tBaY%2Byj9v7DFP%2F%2F%2Fw%3D%3Ds3R3BeJJ9HBNuYrkeP2zxhA3dfQ2BrQMoibo1wjyQZj4mYHVAePfhYk307zcXaFxDDnwAzedS3Bb7XOuQ%2FjBx%2Bsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUt2gnxbF7SvNnJ7fHNmgG4MGXcuTJDhKJfiLKW87hKuKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI85n8AGm7TRHeP1BZvKK7lXQ2YaI2kj4FnqKrxj7pX8pVXfqiCwBtPYYwEdSt6i2JAlvl9ej1Snw7g3oZMutlcr48JWn3Wrz4tXa%2FzwCZop71MqENrR7JJ9bM2TOlfIhJwAkvq31SUDQG%2Fr5%2F3pyNWov4M%2B5iEc5TXzVaIxtZNZAlX75xuLLKqHeW4OkmQbG3%2Bg5BcXLy0L13jl7d1RTgmAjJQPuwQBTX3gGwXwA4zkb%2F1q5PyXVHM0NWMDewAAjwbTIETHLNys2o0jgmxqRUJqCU7E2X8Wzx2cwTYg8Gwkk7MAQmBqkGq%2BIDtErMn3JHCIwYEfFTVagxpgTbLJOdoVB0cjwVm1BUYVknE7IEMpz4%3D&nvMid=82320518766&catId=50004654,6650,43900
92,93,4775996545.0,31,당일도축 한우 우둔살 육사시미 뭉티기 육회 250g 600g,당일도축 한우 육사시미 300g +양념장,22800,300,1,2,1474,905.0,126,1,바다베개,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=%2Fs2tEQON0tBaY%2Byj9v7DFP%2F%2F%2Fw%3D%3Ds3R3BeJJ9HBNuYrkeP2zxhA3dfQ2BrQMoibo1wjyQZj4mYHVAePfhYk307zcXaFxDDnwAzedS3Bb7XOuQ%2FjBx%2Bsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUt2gnxbF7SvNnJ7fHNmgG4MGXcuTJDhKJfiLKW87hKuKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI85n8AGm7TRHeP1BZvKK7lXQ2YaI2kj4FnqKrxj7pX8pVXfqiCwBtPYYwEdSt6i2JAlvl9ej1Snw7g3oZMutlcr48JWn3Wrz4tXa%2FzwCZop71MqENrR7JJ9bM2TOlfIhJwAkvq31SUDQG%2Fr5%2F3pyNWov4M%2B5iEc5TXzVaIxtZNZAlX75xuLLKqHeW4OkmQbG3%2Bg5BcXLy0L13jl7d1RTgmAjJQPuwQBTX3gGwXwA4zkb%2F1q5PyXVHM0NWMDewAAjwbTIETHLNys2o0jgmxqRUJqCU7E2X8Wzx2cwTYg8Gwkk7MAQmBqkGq%2BIDtErMn3JHCIwYEfFTVagxpgTbLJOdoVB0cjwVm1BUYVknE7IEMpz4%3D&nvMid=82320518766&catId=50004654,7600,26800
93,94,4775996545.0,31,당일도축 한우 우둔살 육사시미 뭉티기 육회 250g 600g,우둔살 정통육회 300g(육우 1등급),14000,300,1,1,1474,905.0,126,1,바다베개,4000,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=%2Fs2tEQON0tBaY%2Byj9v7DFP%2F%2F%2Fw%3D%3Ds3R3BeJJ9HBNuYrkeP2zxhA3dfQ2BrQMoibo1wjyQZj4mYHVAePfhYk307zcXaFxDDnwAzedS3Bb7XOuQ%2FjBx%2Bsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUt2gnxbF7SvNnJ7fHNmgG4MGXcuTJDhKJfiLKW87hKuKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI85n8AGm7TRHeP1BZvKK7lXQ2YaI2kj4FnqKrxj7pX8pVXfqiCwBtPYYwEdSt6i2JAlvl9ej1Snw7g3oZMutlcr48JWn3Wrz4tXa%2FzwCZop71MqENrR7JJ9bM2TOlfIhJwAkvq31SUDQG%2Fr5%2F3pyNWov4M%2B5iEc5TXzVaIxtZNZAlX75xuLLKqHeW4OkmQbG3%2Bg5BcXLy0L13jl7d1RTgmAjJQPuwQBTX3gGwXwA4zkb%2F1q5PyXVHM0NWMDewAAjwbTIETHLNys2o0jgmxqRUJqCU7E2X8Wzx2cwTYg8Gwkk7MAQmBqkGq%2BIDtErMn3JHCIwYEfFTVagxpgTbLJOdoVB0cjwVm1BUYVknE7IEMpz4%3D&nvMid=82320518766&catId=50004654,4667,18000
94,95,3897493406.0,32,++1등급한우 투뿔 투쁠 육회 육사시미 (+육회소스) 소고기 홍두깨,1++한우 육회 200g,17800,200,1,1,1161,280.0,142,1,엄마네한우,2500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=7AiopXFNnoJNt0PmPfDLsP%2F%2F%2Fw%3D%3DsKsXRvBp2Sxv67nyJbVvdcvpIImtTy5stxoPdzYhPGD%2B%2BujfgJbNMB2WWL70VDrkelrTVdLsTuL9MyuIBHl63dEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4c0Bhxh1t8JlhL2wilbpv9RoOWn%2BdWmlBkLvy6jp8KIauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ4uTfbIrE1I%2F7HuY%2B9P2Rc%2BPlZZYsm1zkqD5NDLcor8PHvY%2FUzN94OzIr5wG3PfiANT9ZHjcYtgllYPdtNMVudrfIzQ5hEy2WZzD9DybzIFuof7fGtFR0%2B3EpMTasHrcn1zykmSNLo%2BbM%2ByuiLzthKT9glHZD4AdOO42B94yq%2Bc2yhDuzwtOA7vhGMfU3X29ZbIVRy9QN6hz02hJN8MjUKK4%2BTH9lAIzj4%2Fe1As9UfVyq3%2B0jNYluraqesARrmTw9FgCJJLxOV0%2Bo0w17rpuGkA%2FtRs2MgkAFbAzurpTEm5ZLW%2ByIMUdU2LwfuJ3O2a%2Bh10QQpt6cj0sakWoOtPjjHeA7txYhfEKRBAYRw3wWOvkOEsHC78VBLnFZh%2FnDobeN&nvMid=81442013419&catId=50004654,8900,20300
95,96,3897493406.0,32,++1등급한우 투뿔 투쁠 육회 육사시미 (+육회소스) 소고기 홍두깨,1++한우 육사시미 200g (+3000원),20800,200,1,2,1161,280.0,142,1,엄마네한우,2500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=7AiopXFNnoJNt0PmPfDLsP%2F%2F%2Fw%3D%3DsKsXRvBp2Sxv67nyJbVvdcvpIImtTy5stxoPdzYhPGD%2B%2BujfgJbNMB2WWL70VDrkelrTVdLsTuL9MyuIBHl63dEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4c0Bhxh1t8JlhL2wilbpv9RoOWn%2BdWmlBkLvy6jp8KIauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ4uTfbIrE1I%2F7HuY%2B9P2Rc%2BPlZZYsm1zkqD5NDLcor8PHvY%2FUzN94OzIr5wG3PfiANT9ZHjcYtgllYPdtNMVudrfIzQ5hEy2WZzD9DybzIFuof7fGtFR0%2B3EpMTasHrcn1zykmSNLo%2BbM%2ByuiLzthKT9glHZD4AdOO42B94yq%2Bc2yhDuzwtOA7vhGMfU3X29ZbIVRy9QN6hz02hJN8MjUKK4%2BTH9lAIzj4%2Fe1As9UfVyq3%2B0jNYluraqesARrmTw9FgCJJLxOV0%2Bo0w17rpuGkA%2FtRs2MgkAFbAzurpTEm5ZLW%2ByIMUdU2LwfuJ3O2a%2Bh10QQpt6cj0sakWoOtPjjHeA7txYhfEKRBAYRw3wWOvkOEsHC78VBLnFZh%2FnDobeN&nvMid=81442013419&catId=50004654,10400,23300
96,97,3897493406.0,32,++1등급한우 투뿔 투쁠 육회 육사시미 (+육회소스) 소고기 홍두깨,1++한우 육회+육사시미set 300g (+10400원),28200,300,1,3,1161,280.0,142,1,엄마네한우,2500,육회용,우둔,https://cr.shopping.naver.com/adcr.nhn?x=7AiopXFNnoJNt0PmPfDLsP%2F%2F%2Fw%3D%3DsKsXRvBp2Sxv67nyJbVvdcvpIImtTy5stxoPdzYhPGD%2B%2BujfgJbNMB2WWL70VDrkelrTVdLsTuL9MyuIBHl63dEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4c0Bhxh1t8JlhL2wilbpv9RoOWn%2BdWmlBkLvy6jp8KIauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ4uTfbIrE1I%2F7HuY%2B9P2Rc%2BPlZZYsm1zkqD5NDLcor8PHvY%2FUzN94OzIr5wG3PfiANT9ZHjcYtgllYPdtNMVudrfIzQ5hEy2WZzD9DybzIFuof7fGtFR0%2B3EpMTasHrcn1zykmSNLo%2BbM%2ByuiLzthKT9glHZD4AdOO42B94yq%2Bc2yhDuzwtOA7vhGMfU3X29ZbIVRy9QN6hz02hJN8MjUKK4%2BTH9lAIzj4%2Fe1As9UfVyq3%2B0jNYluraqesARrmTw9FgCJJLxOV0%2Bo0w17rpuGkA%2FtRs2MgkAFbAzurpTEm5ZLW%2ByIMUdU2LwfuJ3O2a%2Bh10QQpt6cj0sakWoOtPjjHeA7txYhfEKRBAYRw3wWOvkOEsHC78VBLnFZh%2FnDobeN&nvMid=81442013419&catId=50004654,9400,30700
97,98,5418272250.0,33,국내1% 투뿔나인 꽃살 안심 살치살 채끝살 꽃등심 갈비살 차돌박이 육회 양지 사태 불고기,15. 육회(300g) (-9000원),27900,300,2,1,445,271.0,272,1,질기지않소,3500,"구이용, 국거리용, 육회용","살치살, 등심, 채끝, 안심, 부채살, 갈비, 양지, 목심, 앞다리, 설도, 사태, 우둔",https://cr.shopping.naver.com/adcr.nhn?x=zdZgkOvj7T%2BxMXGVDB5rZv%2F%2F%2Fw%3D%3DsuISQjORGd77fBJt0Jethn%2BTfp%2BzAIzhrEh%2F2VlDeK5S%2BujfgJbNMB2WWL70VDrkehIFLL3C9rVM6rDJI7%2Fk%2BHEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA7ZndAoS8%2BfB5qoKnyPLGDJZQwAzDZR3Nb%2BxNWUgu89CKuKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJfQZyB8w2F5W40TRlRZyK91gVH37CrkWrY7PgBvx8MPhdrU9gBvTOY8XVxGgpGxxdgBclWIPQYClntAdxf3l6BrcNsr6TJ4ApQh%2Fid8eaJfvEbZ9se8kFYvKB27sA1IzPOUzNh6kech%2BeHgEQwN5B8BeF4HAMUhzEIocmt2jfvEXsJiujJYy8uKsujsdaHT7GRr09DGpohw72RDphJiMjBFlG0zynrpBGTkRbhNm3fLkpThzjk9lrPy9lcDUy9bzOkkPn58grWWz6JPIPLq7ssXeW0%2Bn1CcjQFzq0%2BxGUAOYiI1jvw5F9QyGMQ8F9MwI0uT3LHYsTijPOJ38PlOyCugj2jwHcujj8E%2F6x6IyEeWYRvVeCrKVIxQKGTWk1%2BeAq5JPp7bWlFzHab7SqiyK8u2hopkeKUdu5q4dSKA0zkoA%3D&nvMid=82962766070&catId=50004654,9300,31400
