,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크,옵션,상품번호
11,한우 암소 투플러스 우둔살 보섭살 육사시미 육회 뭉티기 한우생고기 1++,18000,867.0,1089.0,418,1,소문난정육점,3000,"육회용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=MhNGI%2BMownpBripf%2B32yff%2F%2F%2Fw%3D%3Dsl56cH4JGDD87AcfAbaCjWHSdek62Ky3EcuEv0Xyk6pS%2BujfgJbNMB2WWL70VDrkexLVqpfBvLb2igEnAWayjj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA49ldnmG45%2Bqy2dGoxyo6CvawUvpZqyTYGMHXAFmJPBp8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM7HHLEpXk3c8vwlPruV3K1b%2F%2FB%2Bg3Ttl%2BrIUg2PdrkdcmXDmIOOB6kamF9uF35YumFURtcOynMvXHyzOBW%2Fp9cnWVwGlh1vSLVzNx3mInn93D47UbXamr%2F3ZOFmMHGwOkeRARRlu%2Fg77vBT8jcGp4zCYZs5lC5kWrhunlhgRS96NYa5wAfZBmeJ1vpoC1z4uiLKoCZSjnuF9MoVKVx9%2Bm9oYauzxsItSe8X8wIwoj%2Fpv%2BXVQ0j%2FiUCITfQQu8loN5Y%2FJ%2FQjLJzNnVXhjZGchN6pMgRMcs3KzajSOCbGpFQmoPqwdBHlhOwdR1ilp61t2acqtFGK8dlkf1VSNUR0qKncwZ5VZC%2FPEoIYZbXUTHfVnQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=82716143302&catId=50004654,우둔살(육사시미)300g,5171622158.0
12,한우 암소 투플러스 우둔살 보섭살 육사시미 육회 뭉티기 한우생고기 1++,18000,867.0,1089.0,418,1,소문난정육점,3000,"육회용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=MhNGI%2BMownpBripf%2B32yff%2F%2F%2Fw%3D%3Dsl56cH4JGDD87AcfAbaCjWHSdek62Ky3EcuEv0Xyk6pS%2BujfgJbNMB2WWL70VDrkexLVqpfBvLb2igEnAWayjj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA49ldnmG45%2Bqy2dGoxyo6CvawUvpZqyTYGMHXAFmJPBp8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM7HHLEpXk3c8vwlPruV3K1b%2F%2FB%2Bg3Ttl%2BrIUg2PdrkdcmXDmIOOB6kamF9uF35YumFURtcOynMvXHyzOBW%2Fp9cnWVwGlh1vSLVzNx3mInn93D47UbXamr%2F3ZOFmMHGwOkeRARRlu%2Fg77vBT8jcGp4zCYZs5lC5kWrhunlhgRS96NYa5wAfZBmeJ1vpoC1z4uiLKoCZSjnuF9MoVKVx9%2Bm9oYauzxsItSe8X8wIwoj%2Fpv%2BXVQ0j%2FiUCITfQQu8loN5Y%2FJ%2FQjLJzNnVXhjZGchN6pMgRMcs3KzajSOCbGpFQmoPqwdBHlhOwdR1ilp61t2acqtFGK8dlkf1VSNUR0qKncwZ5VZC%2FPEoIYZbXUTHfVnQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=82716143302&catId=50004654,우둔살(육사시미)600g (+18000원),5171622158.0
13,한우 암소 투플러스 우둔살 보섭살 육사시미 육회 뭉티기 한우생고기 1++,18000,867.0,1089.0,418,1,소문난정육점,3000,"육회용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=MhNGI%2BMownpBripf%2B32yff%2F%2F%2Fw%3D%3Dsl56cH4JGDD87AcfAbaCjWHSdek62Ky3EcuEv0Xyk6pS%2BujfgJbNMB2WWL70VDrkexLVqpfBvLb2igEnAWayjj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA49ldnmG45%2Bqy2dGoxyo6CvawUvpZqyTYGMHXAFmJPBp8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM7HHLEpXk3c8vwlPruV3K1b%2F%2FB%2Bg3Ttl%2BrIUg2PdrkdcmXDmIOOB6kamF9uF35YumFURtcOynMvXHyzOBW%2Fp9cnWVwGlh1vSLVzNx3mInn93D47UbXamr%2F3ZOFmMHGwOkeRARRlu%2Fg77vBT8jcGp4zCYZs5lC5kWrhunlhgRS96NYa5wAfZBmeJ1vpoC1z4uiLKoCZSjnuF9MoVKVx9%2Bm9oYauzxsItSe8X8wIwoj%2Fpv%2BXVQ0j%2FiUCITfQQu8loN5Y%2FJ%2FQjLJzNnVXhjZGchN6pMgRMcs3KzajSOCbGpFQmoPqwdBHlhOwdR1ilp61t2acqtFGK8dlkf1VSNUR0qKncwZ5VZC%2FPEoIYZbXUTHfVnQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=82716143302&catId=50004654,보섭살(통)300g,5171622158.0
14,한우 암소 투플러스 우둔살 보섭살 육사시미 육회 뭉티기 한우생고기 1++,18000,867.0,1089.0,418,1,소문난정육점,3000,"육회용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=MhNGI%2BMownpBripf%2B32yff%2F%2F%2Fw%3D%3Dsl56cH4JGDD87AcfAbaCjWHSdek62Ky3EcuEv0Xyk6pS%2BujfgJbNMB2WWL70VDrkexLVqpfBvLb2igEnAWayjj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA49ldnmG45%2Bqy2dGoxyo6CvawUvpZqyTYGMHXAFmJPBp8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM7HHLEpXk3c8vwlPruV3K1b%2F%2FB%2Bg3Ttl%2BrIUg2PdrkdcmXDmIOOB6kamF9uF35YumFURtcOynMvXHyzOBW%2Fp9cnWVwGlh1vSLVzNx3mInn93D47UbXamr%2F3ZOFmMHGwOkeRARRlu%2Fg77vBT8jcGp4zCYZs5lC5kWrhunlhgRS96NYa5wAfZBmeJ1vpoC1z4uiLKoCZSjnuF9MoVKVx9%2Bm9oYauzxsItSe8X8wIwoj%2Fpv%2BXVQ0j%2FiUCITfQQu8loN5Y%2FJ%2FQjLJzNnVXhjZGchN6pMgRMcs3KzajSOCbGpFQmoPqwdBHlhOwdR1ilp61t2acqtFGK8dlkf1VSNUR0qKncwZ5VZC%2FPEoIYZbXUTHfVnQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=82716143302&catId=50004654,보섭살(통)600g (+18000원),5171622158.0
15,한우 암소 투플러스 우둔살 보섭살 육사시미 육회 뭉티기 한우생고기 1++,18000,867.0,1089.0,418,1,소문난정육점,3000,"육회용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=MhNGI%2BMownpBripf%2B32yff%2F%2F%2Fw%3D%3Dsl56cH4JGDD87AcfAbaCjWHSdek62Ky3EcuEv0Xyk6pS%2BujfgJbNMB2WWL70VDrkexLVqpfBvLb2igEnAWayjj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA49ldnmG45%2Bqy2dGoxyo6CvawUvpZqyTYGMHXAFmJPBp8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM7HHLEpXk3c8vwlPruV3K1b%2F%2FB%2Bg3Ttl%2BrIUg2PdrkdcmXDmIOOB6kamF9uF35YumFURtcOynMvXHyzOBW%2Fp9cnWVwGlh1vSLVzNx3mInn93D47UbXamr%2F3ZOFmMHGwOkeRARRlu%2Fg77vBT8jcGp4zCYZs5lC5kWrhunlhgRS96NYa5wAfZBmeJ1vpoC1z4uiLKoCZSjnuF9MoVKVx9%2Bm9oYauzxsItSe8X8wIwoj%2Fpv%2BXVQ0j%2FiUCITfQQu8loN5Y%2FJ%2FQjLJzNnVXhjZGchN6pMgRMcs3KzajSOCbGpFQmoPqwdBHlhOwdR1ilp61t2acqtFGK8dlkf1VSNUR0qKncwZ5VZC%2FPEoIYZbXUTHfVnQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=82716143302&catId=50004654,보섭살(육전용)300g,5171622158.0
16,한우 암소 투플러스 우둔살 보섭살 육사시미 육회 뭉티기 한우생고기 1++,18000,867.0,1089.0,418,1,소문난정육점,3000,"육회용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=MhNGI%2BMownpBripf%2B32yff%2F%2F%2Fw%3D%3Dsl56cH4JGDD87AcfAbaCjWHSdek62Ky3EcuEv0Xyk6pS%2BujfgJbNMB2WWL70VDrkexLVqpfBvLb2igEnAWayjj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA49ldnmG45%2Bqy2dGoxyo6CvawUvpZqyTYGMHXAFmJPBp8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM7HHLEpXk3c8vwlPruV3K1b%2F%2FB%2Bg3Ttl%2BrIUg2PdrkdcmXDmIOOB6kamF9uF35YumFURtcOynMvXHyzOBW%2Fp9cnWVwGlh1vSLVzNx3mInn93D47UbXamr%2F3ZOFmMHGwOkeRARRlu%2Fg77vBT8jcGp4zCYZs5lC5kWrhunlhgRS96NYa5wAfZBmeJ1vpoC1z4uiLKoCZSjnuF9MoVKVx9%2Bm9oYauzxsItSe8X8wIwoj%2Fpv%2BXVQ0j%2FiUCITfQQu8loN5Y%2FJ%2FQjLJzNnVXhjZGchN6pMgRMcs3KzajSOCbGpFQmoPqwdBHlhOwdR1ilp61t2acqtFGK8dlkf1VSNUR0qKncwZ5VZC%2FPEoIYZbXUTHfVnQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=82716143302&catId=50004654,보섭살(육전용)600g (+18000원),5171622158.0
17,현덕축산 국내산 숙성 육회 사시미 300g/500g (냉장),9600,5368.0,,124,0,현덕축산,3500,,,,,https://cr.shopping.naver.com/adcr.nhn?x=8DM%2BEAwnLoR6kukPHV7fm%2F%2F%2F%2Fw%3D%3Dse%2F6b5zWSLTPMLyYBYfNFTqENWNBlnX49EgykX666Msa%2BujfgJbNMB2WWL70VDrkea4N3MUVKeydn%2BQZfZWqncUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDH7zVMO4eglWgFxt4ezXBbMTL3x0uhMXckt1ZbavRsUtxcr0iGEAfNHVsnKSmyRUN1HS452nO5SkkfISbP54hiPPziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUQ00wCHgsyv1MlSB2untW2vDMxhCB2TnoFAHOrWh3c5x%2FlLnJwMa7Bt8R2%2FUDqQrC6e86W1dR%2FSsX91Ny83caeFbDOqI0cKbFc9lRB6wK284vt18aniDfzGoUnKzysbtCBblYyn1HpDJLNFwMpUA5rMgdxb0S8R1Qvozz%2BhcRMxwzH%2FcjwgNUnG9uInPibemprwi%2BOXg0BwRURRjYY1pjb4kRNtHY0SElUciPiI3bb%2BLmELFO07QEQYUyi%2Bk709RTFjcEmpWfihdEdWZfrNBwrdysLFzLmpIZkhbiPLSb6UwDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=11241780380&catId=50004654,없음,
18,당일도축 대구뭉티기 한우 생고기 육사시미 육회,20800,298.0,623.0,208,1,고기에 진심을 담다,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=KjHntWPhxXJwoRj0PYs0W%2F%2F%2F%2Fw%3D%3DsrgMQIlNOsupvqMN9qg%2BaCleSPYPSqHvgqdjYuLCbik02T%2B2I7vM1lywjaE2447yKAeHVb8MaEZ3a6NYvyAEp2dyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsk4WIDAuLXz14B6AF%2BHBrQg2pTaWBc9T8nX4Ob1NQLMWfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu6TwKZsI%2FbElwIqzen1TM5aiKDqbVLqfk5nKK%2FJCUqkzAbWnbEXzrP9nTOtX6d%2FrCBVBqzGiZN8Jocvbee5n9RjLmjQKs0S19%2FfIQif3ZM%2F%2FK6bfslNnjMbRuKq2bdplDAg1Qyy3Tg%2FkuXU6v9K%2FTOx8PetI5IMS3tk00Eio5fne6jnq5CwtnmFvpNLmkbcm4jxjJrIDY92iQA0j1NhAfpms%2BioOF0Q5%2BvPle2Q2LDkQ5hCxTtO0BEGFMovpO9PUU0knl6Zn4AMFxyneToKVdb9TWiOJEB0LoZWcu5%2BO9zYDpiEeHRADXVg%2FEqBxrkdOSw4SwcLvxUEucVmH%2BcOht40%3D&nvMid=83973494775&catId=50004654,당일도축 뭉티기,6428994442.0
19,당일도축 대구뭉티기 한우 생고기 육사시미 육회,20800,298.0,623.0,208,1,고기에 진심을 담다,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=KjHntWPhxXJwoRj0PYs0W%2F%2F%2F%2Fw%3D%3DsrgMQIlNOsupvqMN9qg%2BaCleSPYPSqHvgqdjYuLCbik02T%2B2I7vM1lywjaE2447yKAeHVb8MaEZ3a6NYvyAEp2dyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsk4WIDAuLXz14B6AF%2BHBrQg2pTaWBc9T8nX4Ob1NQLMWfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu6TwKZsI%2FbElwIqzen1TM5aiKDqbVLqfk5nKK%2FJCUqkzAbWnbEXzrP9nTOtX6d%2FrCBVBqzGiZN8Jocvbee5n9RjLmjQKs0S19%2FfIQif3ZM%2F%2FK6bfslNnjMbRuKq2bdplDAg1Qyy3Tg%2FkuXU6v9K%2FTOx8PetI5IMS3tk00Eio5fne6jnq5CwtnmFvpNLmkbcm4jxjJrIDY92iQA0j1NhAfpms%2BioOF0Q5%2BvPle2Q2LDkQ5hCxTtO0BEGFMovpO9PUU0knl6Zn4AMFxyneToKVdb9TWiOJEB0LoZWcu5%2BO9zYDpiEeHRADXVg%2FEqBxrkdOSw4SwcLvxUEucVmH%2BcOht40%3D&nvMid=83973494775&catId=50004654,당일도축 육회,6428994442.0
20,당일도축 대구뭉티기 한우육회 소고기 육회 생고기 육사시미 250g,21800,7711.0,4267.0,1514,1,솔직한농부,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=onNhO5EoQTSWohhvCDpyo%2F%2F%2F%2Fw%3D%3DsQZOTBSJwY19F%2FYpYEFlkC9RlYQLbjpl09VsjUZXan3I2T%2B2I7vM1lywjaE2447yK4GDQ7RZvwWQNFbs%2BSv6irNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBt15IOTy1sR23WjK6GjYxEK5uKrj23rO%2Fxm0SiE%2FTlJ6mfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu0Nf58QlhaffSNCFQJnsTagZaNacUILv8LslIPWFAIpFC7DYGI6FUpLZJfbByb5mwjusOsKaw%2F6WKoJTw6TL9Tk3JdVEP9js4hd%2ByMjMsd5CNwwe42C8d%2FNaHq0bcBeUp3gDO%2BSgxpSywHxgNNeUp4E5W2Ao6sI364gduYp%2Bf%2BHARt3hTHkzgxQ1c8XTce1T7Wep8uvSDHTfqkUkHEMsci3OGHqBKNP9f84mrsATEbMiCt%2B3bsfsk23wpFmQb0HEBLujdKqJN%2Fg7i%2Brn15LWGO%2B4ojWVuDwLlQk3X75OZdVYJ%2BLcPDH0HwT9%2FgFRMMGLj7WzlbTJv5UTCyCdb7iTfufNjqh%2FZemCCOboDhnweAmG&nvMid=82307515528&catId=50004654,육사시미 250g,4762993608.0
21,당일도축 대구뭉티기 한우육회 소고기 육회 생고기 육사시미 250g,21800,7711.0,4267.0,1514,1,솔직한농부,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=onNhO5EoQTSWohhvCDpyo%2F%2F%2F%2Fw%3D%3DsQZOTBSJwY19F%2FYpYEFlkC9RlYQLbjpl09VsjUZXan3I2T%2B2I7vM1lywjaE2447yK4GDQ7RZvwWQNFbs%2BSv6irNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBt15IOTy1sR23WjK6GjYxEK5uKrj23rO%2Fxm0SiE%2FTlJ6mfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu0Nf58QlhaffSNCFQJnsTagZaNacUILv8LslIPWFAIpFC7DYGI6FUpLZJfbByb5mwjusOsKaw%2F6WKoJTw6TL9Tk3JdVEP9js4hd%2ByMjMsd5CNwwe42C8d%2FNaHq0bcBeUp3gDO%2BSgxpSywHxgNNeUp4E5W2Ao6sI364gduYp%2Bf%2BHARt3hTHkzgxQ1c8XTce1T7Wep8uvSDHTfqkUkHEMsci3OGHqBKNP9f84mrsATEbMiCt%2B3bsfsk23wpFmQb0HEBLujdKqJN%2Fg7i%2Brn15LWGO%2B4ojWVuDwLlQk3X75OZdVYJ%2BLcPDH0HwT9%2FgFRMMGLj7WzlbTJv5UTCyCdb7iTfufNjqh%2FZemCCOboDhnweAmG&nvMid=82307515528&catId=50004654,육사시미 600g,4762993608.0
22,당일도축 대구뭉티기 한우육회 소고기 육회 생고기 육사시미 250g,21800,7711.0,4267.0,1514,1,솔직한농부,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=onNhO5EoQTSWohhvCDpyo%2F%2F%2F%2Fw%3D%3DsQZOTBSJwY19F%2FYpYEFlkC9RlYQLbjpl09VsjUZXan3I2T%2B2I7vM1lywjaE2447yK4GDQ7RZvwWQNFbs%2BSv6irNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBt15IOTy1sR23WjK6GjYxEK5uKrj23rO%2Fxm0SiE%2FTlJ6mfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu0Nf58QlhaffSNCFQJnsTagZaNacUILv8LslIPWFAIpFC7DYGI6FUpLZJfbByb5mwjusOsKaw%2F6WKoJTw6TL9Tk3JdVEP9js4hd%2ByMjMsd5CNwwe42C8d%2FNaHq0bcBeUp3gDO%2BSgxpSywHxgNNeUp4E5W2Ao6sI364gduYp%2Bf%2BHARt3hTHkzgxQ1c8XTce1T7Wep8uvSDHTfqkUkHEMsci3OGHqBKNP9f84mrsATEbMiCt%2B3bsfsk23wpFmQb0HEBLujdKqJN%2Fg7i%2Brn15LWGO%2B4ojWVuDwLlQk3X75OZdVYJ%2BLcPDH0HwT9%2FgFRMMGLj7WzlbTJv5UTCyCdb7iTfufNjqh%2FZemCCOboDhnweAmG&nvMid=82307515528&catId=50004654,육사시미 250g & 보리소육회300g,4762993608.0
23,당일도축 대구뭉티기 한우육회 소고기 육회 생고기 육사시미 250g,21800,7711.0,4267.0,1514,1,솔직한농부,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=onNhO5EoQTSWohhvCDpyo%2F%2F%2F%2Fw%3D%3DsQZOTBSJwY19F%2FYpYEFlkC9RlYQLbjpl09VsjUZXan3I2T%2B2I7vM1lywjaE2447yK4GDQ7RZvwWQNFbs%2BSv6irNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBt15IOTy1sR23WjK6GjYxEK5uKrj23rO%2Fxm0SiE%2FTlJ6mfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu0Nf58QlhaffSNCFQJnsTagZaNacUILv8LslIPWFAIpFC7DYGI6FUpLZJfbByb5mwjusOsKaw%2F6WKoJTw6TL9Tk3JdVEP9js4hd%2ByMjMsd5CNwwe42C8d%2FNaHq0bcBeUp3gDO%2BSgxpSywHxgNNeUp4E5W2Ao6sI364gduYp%2Bf%2BHARt3hTHkzgxQ1c8XTce1T7Wep8uvSDHTfqkUkHEMsci3OGHqBKNP9f84mrsATEbMiCt%2B3bsfsk23wpFmQb0HEBLujdKqJN%2Fg7i%2Brn15LWGO%2B4ojWVuDwLlQk3X75OZdVYJ%2BLcPDH0HwT9%2FgFRMMGLj7WzlbTJv5UTCyCdb7iTfufNjqh%2FZemCCOboDhnweAmG&nvMid=82307515528&catId=50004654,보리소육회300g,4762993608.0
24,당일도축 대구뭉티기 한우육회 소고기 육회 생고기 육사시미 250g,21800,7711.0,4267.0,1514,1,솔직한농부,4000,육회용,우둔,250g,,https://cr.shopping.naver.com/adcr.nhn?x=onNhO5EoQTSWohhvCDpyo%2F%2F%2F%2Fw%3D%3DsQZOTBSJwY19F%2FYpYEFlkC9RlYQLbjpl09VsjUZXan3I2T%2B2I7vM1lywjaE2447yK4GDQ7RZvwWQNFbs%2BSv6irNyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBt15IOTy1sR23WjK6GjYxEK5uKrj23rO%2Fxm0SiE%2FTlJ6mfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu0Nf58QlhaffSNCFQJnsTagZaNacUILv8LslIPWFAIpFC7DYGI6FUpLZJfbByb5mwjusOsKaw%2F6WKoJTw6TL9Tk3JdVEP9js4hd%2ByMjMsd5CNwwe42C8d%2FNaHq0bcBeUp3gDO%2BSgxpSywHxgNNeUp4E5W2Ao6sI364gduYp%2Bf%2BHARt3hTHkzgxQ1c8XTce1T7Wep8uvSDHTfqkUkHEMsci3OGHqBKNP9f84mrsATEbMiCt%2B3bsfsk23wpFmQb0HEBLujdKqJN%2Fg7i%2Brn15LWGO%2B4ojWVuDwLlQk3X75OZdVYJ%2BLcPDH0HwT9%2FgFRMMGLj7WzlbTJv5UTCyCdb7iTfufNjqh%2FZemCCOboDhnweAmG&nvMid=82307515528&catId=50004654,한가득 실속세트 850g,4762993608.0
25,당일도축분 대구뭉티기 한우육사시미300g 생고기 육회 양념장제공,20400,967.0,806.0,321,1,동인축산,4000,육회용,,300~600g,,https://cr.shopping.naver.com/adcr.nhn?x=g1Cwm%2Fi3%2FLsnFBdnwToOYf%2F%2F%2Fw%3D%3DsGmFh2myw6yO44Lb5XzOIaRFrj%2F8x%2FsLXFf9IkyWMSvc2T%2B2I7vM1lywjaE2447yKVVVXgyDYUAu%2BFDIeJEVx2NyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsyh1j4mDpVHmbvO6ZMYkEIc6lg5DdyPU4k%2FCaBiAECC2fdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu5Lzw%2Fpp5UwN0V3uLjnyUsR7IbU4oUllLyraHMJilxxVAbWnbEXzrP9nTOtX6d%2FrCKIQ2byPpKbfjydlyNl0E%2F%2FLmjQKs0S19%2FfIQif3ZM%2F%2FJxA7gAj7nV9TcpOmTJzBFMBZoYHZoRNjlp6IRpreA7o51r3u2UkHz%2Bx5HHtVaUoPl0BzrNOPw1kYifQASpVbq9r7UaILx0oMwIneGUe21amj4bNccA0tQbgwz9PzF5aT1APp%2BHv%2FQB%2B5wqmtLXtUgapV8%2B%2FBsPJif9w581lod72vXLmfLO4I8wwhToJCzK3QuTNKQGfzDknDf8LRCfRnjBe9MxtdPgd5Ki7SwYpBoCJXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=82376023153&catId=50004654,육사시미300g,4831500201.0
