,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크,옵션,상품번호
173,목 금요일 소잡는날 한우암소 육회 육사시미,15900,740.0,113.0,83,1,백년밥상,3500,육회용,우둔,150g,,https://cr.shopping.naver.com/adcr.nhn?x=R8yJfVm80FQv7KxjzNcEJf%2F%2F%2Fw%3D%3DsJj%2FniRzUiTpErmlYGplAwKwOxz4%2B9on%2FssLw4MecpgW%2BujfgJbNMB2WWL70VDrkeFpZPkXQb%2B0%2Bodtid4fTzqUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA7GR9%2Bie57FNBOIeUQ8ff4f1Bc%2B%2FCR%2FBXdSxkhgFjvTlMCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM4MfjDL7CYlTEOe76iV4t8RpcQ9JNInFJ3gONrE6ztrc3hB5akQxJel%2Fekwv6ch5lCeOWM%2BCALT2fJ9SbkeIrKJACFNsZIP3gJrwv4gelTedXm0QVdRIUXNnNceXAaTTLQfbvUa%2FfB5YX0%2Brhpo04aNRyX8iblYce0i%2B0fCOc58tv5VgI166eXpIQ%2BHOp8viU9vfkA35p%2BWWk95HCB7YZlfpM9lJvCZRMJGHr6xE2%2FU3xfZ5nT7bAn8ITCb4XauJm%2FcZf0iY8PjYxJf%2Fj4dxUGp6DqSXsHAwii2DXCmua9O8VoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82265325217&catId=50004654,육회용(썰어서) 150g-08월27일도착,4720804113.0
174,한우 암소 육회 육사시미 육전용 생고기 300g 우둔살 홍두깨살 [산소포장],19500,484.0,330.0,27,1,조한우싱싱몰,3500,육회용,기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=B%2FEb2i51WcbpKx%2BtVYZUtv%2F%2F%2Fw%3D%3Ds61DKN36If%2BPUj9sRmcgxxz33aJyz46FVPG6k%2FJda9rk2T%2B2I7vM1lywjaE2447yKATwZ1VJ6t9yBRJIaCPZr%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsea2txOLK1tzKFMeYkXRgQLXGjdxZkATnNgO7Bfavd32fdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuzuXRyp6pko6XGg%2Fbr2%2BbytkzNbDog%2B%2BEEocHhrjDfksC7DYGI6FUpLZJfbByb5mwlFw8czqVzQ9aeNKAuWGGIRNCj%2FTcbC3BYfoj0I6BK0ozuidPt3UzrDeCfVSE3gCrgDARLH1R9EZI%2F6iI4THQwrEOIkcUc2%2FI1utro957SzDv54SZ65ksLvm9Bn6A1d%2BR7w0TTKW%2FQckM0Wi8gximzAuUMH1J3VFI7gnrPYJoSLGTVeOTs4KOFU8nVWpaSrgEIdE%2F8Z6lSLxhYvZndbvJ0EP7UbNjIJABWwM7q6UxJuWW1W17jIR6VhgMRL7UzWdO4srsqZwOogPYPTynssOPx%2BzwA4z0tbGau467MR4kWA9DhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82379810829&catId=50004654,한우암소 육회300g[육회용],4835287877.0
175,한우 암소 육회 육사시미 육전용 생고기 300g 우둔살 홍두깨살 [산소포장],19500,484.0,330.0,27,1,조한우싱싱몰,3500,육회용,기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=B%2FEb2i51WcbpKx%2BtVYZUtv%2F%2F%2Fw%3D%3Ds61DKN36If%2BPUj9sRmcgxxz33aJyz46FVPG6k%2FJda9rk2T%2B2I7vM1lywjaE2447yKATwZ1VJ6t9yBRJIaCPZr%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsea2txOLK1tzKFMeYkXRgQLXGjdxZkATnNgO7Bfavd32fdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuzuXRyp6pko6XGg%2Fbr2%2BbytkzNbDog%2B%2BEEocHhrjDfksC7DYGI6FUpLZJfbByb5mwlFw8czqVzQ9aeNKAuWGGIRNCj%2FTcbC3BYfoj0I6BK0ozuidPt3UzrDeCfVSE3gCrgDARLH1R9EZI%2F6iI4THQwrEOIkcUc2%2FI1utro957SzDv54SZ65ksLvm9Bn6A1d%2BR7w0TTKW%2FQckM0Wi8gximzAuUMH1J3VFI7gnrPYJoSLGTVeOTs4KOFU8nVWpaSrgEIdE%2F8Z6lSLxhYvZndbvJ0EP7UbNjIJABWwM7q6UxJuWW1W17jIR6VhgMRL7UzWdO4srsqZwOogPYPTynssOPx%2BzwA4z0tbGau467MR4kWA9DhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82379810829&catId=50004654,한우암소 육회300g[덩어리],4835287877.0
176,한우 암소 육회 육사시미 육전용 생고기 300g 우둔살 홍두깨살 [산소포장],19500,484.0,330.0,27,1,조한우싱싱몰,3500,육회용,기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=B%2FEb2i51WcbpKx%2BtVYZUtv%2F%2F%2Fw%3D%3Ds61DKN36If%2BPUj9sRmcgxxz33aJyz46FVPG6k%2FJda9rk2T%2B2I7vM1lywjaE2447yKATwZ1VJ6t9yBRJIaCPZr%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsea2txOLK1tzKFMeYkXRgQLXGjdxZkATnNgO7Bfavd32fdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuzuXRyp6pko6XGg%2Fbr2%2BbytkzNbDog%2B%2BEEocHhrjDfksC7DYGI6FUpLZJfbByb5mwlFw8czqVzQ9aeNKAuWGGIRNCj%2FTcbC3BYfoj0I6BK0ozuidPt3UzrDeCfVSE3gCrgDARLH1R9EZI%2F6iI4THQwrEOIkcUc2%2FI1utro957SzDv54SZ65ksLvm9Bn6A1d%2BR7w0TTKW%2FQckM0Wi8gximzAuUMH1J3VFI7gnrPYJoSLGTVeOTs4KOFU8nVWpaSrgEIdE%2F8Z6lSLxhYvZndbvJ0EP7UbNjIJABWwM7q6UxJuWW1W17jIR6VhgMRL7UzWdO4srsqZwOogPYPTynssOPx%2BzwA4z0tbGau467MR4kWA9DhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82379810829&catId=50004654,한우암소 육회300g[육사시미],4835287877.0
177,한우 암소 육회 육사시미 육전용 생고기 300g 우둔살 홍두깨살 [산소포장],19500,484.0,330.0,27,1,조한우싱싱몰,3500,육회용,기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=B%2FEb2i51WcbpKx%2BtVYZUtv%2F%2F%2Fw%3D%3Ds61DKN36If%2BPUj9sRmcgxxz33aJyz46FVPG6k%2FJda9rk2T%2B2I7vM1lywjaE2447yKATwZ1VJ6t9yBRJIaCPZr%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsea2txOLK1tzKFMeYkXRgQLXGjdxZkATnNgO7Bfavd32fdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuzuXRyp6pko6XGg%2Fbr2%2BbytkzNbDog%2B%2BEEocHhrjDfksC7DYGI6FUpLZJfbByb5mwlFw8czqVzQ9aeNKAuWGGIRNCj%2FTcbC3BYfoj0I6BK0ozuidPt3UzrDeCfVSE3gCrgDARLH1R9EZI%2F6iI4THQwrEOIkcUc2%2FI1utro957SzDv54SZ65ksLvm9Bn6A1d%2BR7w0TTKW%2FQckM0Wi8gximzAuUMH1J3VFI7gnrPYJoSLGTVeOTs4KOFU8nVWpaSrgEIdE%2F8Z6lSLxhYvZndbvJ0EP7UbNjIJABWwM7q6UxJuWW1W17jIR6VhgMRL7UzWdO4srsqZwOogPYPTynssOPx%2BzwA4z0tbGau467MR4kWA9DhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82379810829&catId=50004654,육전용,4835287877.0
178,당일도축 대구 원조 뭉티기 육사시미 한우 육회 생고기 120g 240g,13900,593.0,1799.0,687,1,돌쇠네 농산물,0,육회용,우둔,"120g, 240g",,https://cr.shopping.naver.com/adcr.nhn?x=MsX9Cxvvha%2BkoOeG9URV7f%2F%2F%2Fw%3D%3Ds6f61ujd4Rtaiqv7SdzioLZT%2Fvp%2BtoMDh6MMxrnryFwA2T%2B2I7vM1lywjaE2447yKxjPuiurhiPj%2Bn4jw9KVCgdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBuws5v%2FAjz80TsEMcLNnSh4%2BMrmJGYDBDACfRSP5ZnmoGfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuxt6SP8ZRvj7qL%2FB8X9lIr5QAjzMpzYMfpQOb0Uk1q08AbWnbEXzrP9nTOtX6d%2FrCJlDUHYrsDPltyyvDt9pjQDLmjQKs0S19%2FfIQif3ZM%2F%2FK6bfslNnjMbRuKq2bdplDIa%2Fr%2FXiwpXxqoudgIGOFN43YFDIotqwfLSZYaGwHpsfvaGy21L%2FSfTac%2BEZMux3FuncM%2F%2Bjt4SrllmDG3iclyIoBADA%2BrQTD50UZPWSs%2FVic6zUjC0CnLw8yojL21yDlIOuAKV6RXG1Is03XJLviBdVw6gWOl%2FpLM7rnllA8x3jUbLyhkKChHgvWfVdp2kLpT8qmZwGL4BhG1KdgF8Ce5zNjqh%2FZemCCOboDhnweAmG&nvMid=83509721648&catId=50004654,뭉티기 120g + 양념장+참기름 (1개),5965222160.0
179,당일도축 대구 원조 뭉티기 육사시미 한우 육회 생고기 120g 240g,13900,593.0,1799.0,687,1,돌쇠네 농산물,0,육회용,우둔,"120g, 240g",,https://cr.shopping.naver.com/adcr.nhn?x=MsX9Cxvvha%2BkoOeG9URV7f%2F%2F%2Fw%3D%3Ds6f61ujd4Rtaiqv7SdzioLZT%2Fvp%2BtoMDh6MMxrnryFwA2T%2B2I7vM1lywjaE2447yKxjPuiurhiPj%2Bn4jw9KVCgdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBuws5v%2FAjz80TsEMcLNnSh4%2BMrmJGYDBDACfRSP5ZnmoGfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuxt6SP8ZRvj7qL%2FB8X9lIr5QAjzMpzYMfpQOb0Uk1q08AbWnbEXzrP9nTOtX6d%2FrCJlDUHYrsDPltyyvDt9pjQDLmjQKs0S19%2FfIQif3ZM%2F%2FK6bfslNnjMbRuKq2bdplDIa%2Fr%2FXiwpXxqoudgIGOFN43YFDIotqwfLSZYaGwHpsfvaGy21L%2FSfTac%2BEZMux3FuncM%2F%2Bjt4SrllmDG3iclyIoBADA%2BrQTD50UZPWSs%2FVic6zUjC0CnLw8yojL21yDlIOuAKV6RXG1Is03XJLviBdVw6gWOl%2FpLM7rnllA8x3jUbLyhkKChHgvWfVdp2kLpT8qmZwGL4BhG1KdgF8Ce5zNjqh%2FZemCCOboDhnweAmG&nvMid=83509721648&catId=50004654,뭉티기 240g + 양념장+참기름 (2개) (+11000원),5965222160.0
180,초신선 당일도축 대구뭉티기 한우육회 소고기 육사시미 생고기 육회 250g 600g,25000,110.0,71.0,104,1,남도의식탁,4000,육회용,우둔,600g,,https://cr.shopping.naver.com/adcr.nhn?x=%2FlXiuh9uI8bJ7FfuezQhkv%2F%2F%2Fw%3D%3Dsd6owGgtBNTzuNosVUuK4wK5rv4pAUBTDOF57KIRWh7K%2BujfgJbNMB2WWL70VDrkex6iICCJ7mEKqpKESOimHj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA7yUvmq8N6zLE5odEPmtNfmcDYAeXBAZr83bUuTsUekqcCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFVpr5PihDD5%2BgWcDDizNkCJ312mpB2is7uuqdX5XfHSisRTd1JpDv%2BXOacU65ciRsmXDmIOOB6kamF9uF35YumBqPVh8z1z0VI1qhJq50h%2FMEeZOe5PpZQlkKzNr0r%2B0FLgirit3os79jpzoz8y2ciSTp%2Fknb5UJCMQe8gBRnSsv2J%2Byh4x%2FA7qbikMzf9PlBanoL6ZuUsy3kk7Tzi2R1TOIf5c433pJzAt9FvfMRtUmVBHu5vs%2Fh6qx8%2FXWgDk1gd5bT6fUJyNAXOrT7EZQA5r3bKO7CgJ6Ad1cT3QSl2mq5PcsdixOKM84nfw%2BU7IK6D8MXjzBbB1OubC1jOLwBqFukU2%2Bqq0G%2FATIV11HTXc%2FgUU6so9vwUQTyGJsZIvxWaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=82815877101&catId=50004654,육사시미250g(1-2인 추천),5271354325.0
181,초신선 당일도축 대구뭉티기 한우육회 소고기 육사시미 생고기 육회 250g 600g,25000,110.0,71.0,104,1,남도의식탁,4000,육회용,우둔,600g,,https://cr.shopping.naver.com/adcr.nhn?x=%2FlXiuh9uI8bJ7FfuezQhkv%2F%2F%2Fw%3D%3Dsd6owGgtBNTzuNosVUuK4wK5rv4pAUBTDOF57KIRWh7K%2BujfgJbNMB2WWL70VDrkex6iICCJ7mEKqpKESOimHj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA7yUvmq8N6zLE5odEPmtNfmcDYAeXBAZr83bUuTsUekqcCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFVpr5PihDD5%2BgWcDDizNkCJ312mpB2is7uuqdX5XfHSisRTd1JpDv%2BXOacU65ciRsmXDmIOOB6kamF9uF35YumBqPVh8z1z0VI1qhJq50h%2FMEeZOe5PpZQlkKzNr0r%2B0FLgirit3os79jpzoz8y2ciSTp%2Fknb5UJCMQe8gBRnSsv2J%2Byh4x%2FA7qbikMzf9PlBanoL6ZuUsy3kk7Tzi2R1TOIf5c433pJzAt9FvfMRtUmVBHu5vs%2Fh6qx8%2FXWgDk1gd5bT6fUJyNAXOrT7EZQA5r3bKO7CgJ6Ad1cT3QSl2mq5PcsdixOKM84nfw%2BU7IK6D8MXjzBbB1OubC1jOLwBqFukU2%2Bqq0G%2FATIV11HTXc%2FgUU6so9vwUQTyGJsZIvxWaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=82815877101&catId=50004654,육사시미600g(2-4인추천),5271354325.0
182,초신선 당일도축 대구뭉티기 한우육회 소고기 육사시미 생고기 육회 250g 600g,25000,110.0,71.0,104,1,남도의식탁,4000,육회용,우둔,600g,,https://cr.shopping.naver.com/adcr.nhn?x=%2FlXiuh9uI8bJ7FfuezQhkv%2F%2F%2Fw%3D%3Dsd6owGgtBNTzuNosVUuK4wK5rv4pAUBTDOF57KIRWh7K%2BujfgJbNMB2WWL70VDrkex6iICCJ7mEKqpKESOimHj0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA7yUvmq8N6zLE5odEPmtNfmcDYAeXBAZr83bUuTsUekqcCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFVpr5PihDD5%2BgWcDDizNkCJ312mpB2is7uuqdX5XfHSisRTd1JpDv%2BXOacU65ciRsmXDmIOOB6kamF9uF35YumBqPVh8z1z0VI1qhJq50h%2FMEeZOe5PpZQlkKzNr0r%2B0FLgirit3os79jpzoz8y2ciSTp%2Fknb5UJCMQe8gBRnSsv2J%2Byh4x%2FA7qbikMzf9PlBanoL6ZuUsy3kk7Tzi2R1TOIf5c433pJzAt9FvfMRtUmVBHu5vs%2Fh6qx8%2FXWgDk1gd5bT6fUJyNAXOrT7EZQA5r3bKO7CgJ6Ad1cT3QSl2mq5PcsdixOKM84nfw%2BU7IK6D8MXjzBbB1OubC1jOLwBqFukU2%2Bqq0G%2FATIV11HTXc%2FgUU6so9vwUQTyGJsZIvxWaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=82815877101&catId=50004654,세트1번 한우육사시미300g+육회300g,5271354325.0
183,당일도축 한우 육회 육사시미 대구뭉티기 뭉텅이 고기 택배,12900,10.0,43.0,21,1,팔도명인,3500,육회용,"우둔, 앞다리",120g,,https://cr.shopping.naver.com/adcr.nhn?x=b4ELOue347he0F8SO0oHiP%2F%2F%2Fw%3D%3DsnsxHO3w4siiPuxYJ%2FH9bcWir8%2FQQgYIbIPEcKHpsPNi%2BujfgJbNMB2WWL70VDrke0XeThie%2BbSKA1xMcx5WfDkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4rmlduOmZ9Mnt3%2ByXudKFlsDk4B8Z6D08GIY%2BpGDLbV8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFVXRI5mGcfmF%2FrY0q4db9Qm2LinsU5nV16XjR98tJ4UAO9Ja6M8MlxwC2KlbyB0pnWQ5Jgg4we5RrHPCpWRq7uU88%2FpeMusJZVw%2FlblwUagmPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBqHttVGGe16Bw7snlZiC5KkgYXLzrgq8xzcv0I6CyAQgnZd3ba5Fnmdm4nhxc75oKlLFgPrVUypWkH%2Bp5MoolJZkVKDZQCjcuOIejoVaDeED1xpjsl8U3FPxv1QeZLPE45pkzhGBrAIRR0a5MmtihlUV%2BoO66hlaQaSi15xAYeFs2zOZk2IRbEf7GUAvb%2BCTGjMoSm3u%2BLf0340xK8rNkNRB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=83960179568&catId=50004654,1등급 한우육회,6415679235.0
184,당일도축 한우 육회 육사시미 대구뭉티기 뭉텅이 고기 택배,12900,10.0,43.0,21,1,팔도명인,3500,육회용,"우둔, 앞다리",120g,,https://cr.shopping.naver.com/adcr.nhn?x=b4ELOue347he0F8SO0oHiP%2F%2F%2Fw%3D%3DsnsxHO3w4siiPuxYJ%2FH9bcWir8%2FQQgYIbIPEcKHpsPNi%2BujfgJbNMB2WWL70VDrke0XeThie%2BbSKA1xMcx5WfDkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4rmlduOmZ9Mnt3%2ByXudKFlsDk4B8Z6D08GIY%2BpGDLbV8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFVXRI5mGcfmF%2FrY0q4db9Qm2LinsU5nV16XjR98tJ4UAO9Ja6M8MlxwC2KlbyB0pnWQ5Jgg4we5RrHPCpWRq7uU88%2FpeMusJZVw%2FlblwUagmPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBqHttVGGe16Bw7snlZiC5KkgYXLzrgq8xzcv0I6CyAQgnZd3ba5Fnmdm4nhxc75oKlLFgPrVUypWkH%2Bp5MoolJZkVKDZQCjcuOIejoVaDeED1xpjsl8U3FPxv1QeZLPE45pkzhGBrAIRR0a5MmtihlUV%2BoO66hlaQaSi15xAYeFs2zOZk2IRbEf7GUAvb%2BCTGjMoSm3u%2BLf0340xK8rNkNRB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=83960179568&catId=50004654,1등급 한우뭉티기,6415679235.0
185,국내1% 투뿔나인 육회 육사시미 생고기 대구 뭉티기 우둔살 보섭살 설깃살 꾸리살 소고기,27900,203.0,85.0,117,1,질기지않소,3500,육회용,"우둔, 앞다리, 기타",300g,,https://cr.shopping.naver.com/adcr.nhn?x=MsRCZ4QLeqKkvTyCxydksv%2F%2F%2Fw%3D%3DsAEQYrFYzIc8f5CZ1wlTcYv8euGVqBWYqqaf6RiUYqytvxAXzF6PXeMif%2BCBZw%2F3%2FIqQtdldiIat1eZaZSjeMoci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbS%2BdeHngHbvhraCaS3F96Kzsz6o%2Fj%2FTEy2HCeIlUQglEG2IZODU9%2Bmbvcj4cX2pdg7hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpU12CvafOJUC6pSwao%2FnQhQzp%2B7xbep%2F5u%2F9JXR4oXBWauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJjWgXqbXVbBXD3wBTqq1sjpqQAJGJ8dF1J8JSahwh93jHvY%2FUzN94OzIr5wG3PfiAu5AEv4A2pSA2iAYu1ZM%2BliMEVdZrBx0wYNT1CzyBYEg%2B01Mp9BLv5gtk4CBLEEcliqUcanqwNjPIyPizBRXvzi4g%2Fv2fgPYy9VcAGP1Ghwq%2BZAwU8%2BHY6Sg0OSJ4SIdwUnzQl%2Bu9ACjXmzL2%2BCHQWWWV%2FxkFr6SJQLnmTWUA%2Bxc5dGZOaZjznbkPPbxFOzSVYJzWlrFSDF7nnoHmLDuUgHV5hSVXle4puCx8G1qPxi%2BA%2BrfKv%2F9FH%2Fg6pzRgMqPnq%2B1QG9%2BhKxA%2B8QzplZRlOrWoy%2Ba2jNzlKt%2F10RdH2mqdY%2Bi4w49RqYH5XLhiMI6KZqWVwCYlTGZqpzjcEvkrEIVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=82964297013&catId=50004654,1.한우1++9등급 육회(300g),5419803193.0
186,국내1% 투뿔나인 육회 육사시미 생고기 대구 뭉티기 우둔살 보섭살 설깃살 꾸리살 소고기,27900,203.0,85.0,117,1,질기지않소,3500,육회용,"우둔, 앞다리, 기타",300g,,https://cr.shopping.naver.com/adcr.nhn?x=MsRCZ4QLeqKkvTyCxydksv%2F%2F%2Fw%3D%3DsAEQYrFYzIc8f5CZ1wlTcYv8euGVqBWYqqaf6RiUYqytvxAXzF6PXeMif%2BCBZw%2F3%2FIqQtdldiIat1eZaZSjeMoci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbS%2BdeHngHbvhraCaS3F96Kzsz6o%2Fj%2FTEy2HCeIlUQglEG2IZODU9%2Bmbvcj4cX2pdg7hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpU12CvafOJUC6pSwao%2FnQhQzp%2B7xbep%2F5u%2F9JXR4oXBWauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJjWgXqbXVbBXD3wBTqq1sjpqQAJGJ8dF1J8JSahwh93jHvY%2FUzN94OzIr5wG3PfiAu5AEv4A2pSA2iAYu1ZM%2BliMEVdZrBx0wYNT1CzyBYEg%2B01Mp9BLv5gtk4CBLEEcliqUcanqwNjPIyPizBRXvzi4g%2Fv2fgPYy9VcAGP1Ghwq%2BZAwU8%2BHY6Sg0OSJ4SIdwUnzQl%2Bu9ACjXmzL2%2BCHQWWWV%2FxkFr6SJQLnmTWUA%2Bxc5dGZOaZjznbkPPbxFOzSVYJzWlrFSDF7nnoHmLDuUgHV5hSVXle4puCx8G1qPxi%2BA%2BrfKv%2F9FH%2Fg6pzRgMqPnq%2B1QG9%2BhKxA%2B8QzplZRlOrWoy%2Ba2jNzlKt%2F10RdH2mqdY%2Bi4w49RqYH5XLhiMI6KZqWVwCYlTGZqpzjcEvkrEIVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=82964297013&catId=50004654,2.한우1++9등급 육사시미(300g) (+1000원),5419803193.0
